X,Y
1577307571.0,7.221061
1577307572.7368422,7.499383153145313
1577307574.4736843,7.627566825856209
1577307576.2105262,7.610829313773155
1577307577.9473684,7.595501323885584
1577307579.6842105,7.491415103491306
1577307581.4210527,6.13808112504673
1577307583.1578948,3.9701136108792308
1577307584.8947368,4.910926472447348
1577307586.631579,6.098147079800224
1577307588.368421,7.173279640886546
1577307590.1052632,7.581120804414749
1577307591.8421052,6.538020500874042
1577307593.5789473,4.108595838332748
1577307595.3157895,4.089607515374135
1577307597.0526316,6.029755850907588
1577307598.7894738,7.315972142671012
1577307600.5263157,8.361091517381668
1577307602.2631578,8.31197894634819
1577307604.0,8.421293
