X,Y
1577307380.0,6.882753
1577307382.5263157,6.382278598391533
1577307385.0526316,6.562701249952721
1577307387.5789473,6.446530479018235
1577307390.1052632,6.670539933401823
1577307392.631579,6.514185771264934
1577307395.1578948,5.888838558939218
1577307397.6842105,5.4012239660610675
1577307400.2105262,5.016055596114159
1577307402.7368422,4.210935996678734
1577307405.2631578,4.844952720631409
1577307407.7894738,5.300068081062221
1577307410.3157895,4.537337258730316
1577307412.8421052,4.657012410922409
1577307415.368421,5.384901248183298
1577307417.8947368,5.895216029758263
1577307420.4210527,6.294641535883904
1577307422.9473684,7.422726263328076
1577307425.4736843,8.155764207717896
1577307428.0,8.508675
