X,Y
1577307530.0,6.253009
1577307532.1052632,5.264621200294114
1577307534.2105262,4.6461346406912085
1577307536.3157895,5.0331577648962496
1577307538.4210527,5.985756386903763
1577307540.5263157,6.600651078569412
1577307542.631579,6.615709054008961
1577307544.7368422,6.438815629581833
1577307546.8421052,6.735136809304834
1577307548.9473684,7.246006957272745
1577307551.0526316,6.028827543334603
1577307553.1578948,3.5835521246356965
1577307555.2631578,4.536263628638077
1577307557.368421,6.197599977240181
1577307559.4736843,7.059918705301285
1577307561.5789473,7.303249844913959
1577307563.6842105,7.058184619792509
1577307565.7894738,6.941931955462503
1577307567.8947368,7.210913769314575
1577307570.0,7.1592836
