X,Y
1577307308.0,7.301337
1577307311.7368422,8.471402122208595
1577307315.4736843,7.964662847175599
1577307319.2105262,4.210582215057444
1577307322.9473684,2.485042455467606
1577307326.6842105,4.924785847788573
1577307330.4210527,6.107062544970035
1577307334.1578948,5.999196472126627
1577307337.8947368,6.023266686446905
1577307341.631579,5.30185231737566
1577307345.368421,4.220087944443225
1577307349.1052632,4.3836171503201005
1577307352.8421052,2.4039776427321433
1577307356.5789473,2.5158180943262813
1577307360.3157895,4.558661476668572
1577307364.0526316,5.619975932714152
1577307367.7894738,6.78174074753213
1577307371.5263157,6.8238988678333286
1577307375.2631578,7.066627173131943
1577307379.0,7.176557
