X,Y
1577307090.0,9.086303
1577307093.3157895,7.953940426272511
1577307096.631579,7.953741351852894
1577307099.9473684,8.97933056778407
1577307103.2631578,8.247000354044438
1577307106.5789473,8.033508874848247
1577307109.8947368,8.324078698768616
1577307113.2105262,5.5050151130539655
1577307116.5263157,1.2441607004489899
1577307119.8421052,3.970770667806077
1577307123.1578948,7.6814144005121
1577307126.4736843,6.326726835395432
1577307129.7894738,2.300337162893438
1577307133.1052632,1.8545018499556063
1577307136.4210527,4.744734765946197
1577307139.7368422,5.385486372292995
1577307143.0526316,2.8294101437557937
1577307146.368421,5.151473799161386
1577307149.6842105,7.827428689595651
1577307153.0,8.232812
