,timestamp,latitude,longitude,speed_meters_per_second,distance_meters,elapsed_time_seconds,paved_road,unpaved_road,dirt_road,cobblestone_road,asphalt_road,no_speed_bump,speed_bump_asphalt,speed_bump_cobblestone,good_road_left,regular_road_left,bad_road_left,good_road_right,regular_road_right,bad_road_right
0,1577218786.999,-27.71784140825196,-51.09886499655046,0.005580023,0.0223174257641663,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1577218787.999,-27.71784142817502,-51.09886482651736,0.005464532,0.0169128534319122,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,1577218788.999,-27.717841192042386,-51.09886502679933,0.006021432,0.032784479057911,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,1577218789.999,-27.7178411816281,-51.098865073180775,0.004274451,0.0047173370899485,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,1577218791.999,-27.717841250977337,-51.0988649847509,0.0065253773,0.0116236133878117,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1577218792.999,-27.717841217046946,-51.09886503610196,0.004392585,0.0063073351467091,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,1577218794.999,-27.717841253581245,-51.098865142795226,0.008317395,0.0112737790131705,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,1577218795.999,-27.717840956991854,-51.09886533963497,0.009127741,0.038170979048538,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,1577218797.999,-27.71784101948288,-51.09886488522276,0.0094309375,0.0453446175873394,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9,1577218798.999,-27.717841048100887,-51.09886485850813,0.0065263207,0.0041228414257189,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10,1577218800.999,-27.71784098351466,-51.09886513254355,0.014459572,0.0279561979317825,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11,1577218801.999,-27.717840966540585,-51.09886544467583,0.010425471,0.0308389307034104,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,1577218802.999,-27.71784094026226,-51.09886563547604,0.0072192857,0.0190401254927709,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13,1577218803.999,-27.71784098215738,-51.09886571654708,0.0073332293,0.0092451813750187,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14,1577218804.999,-27.71784083240413,-51.09886588543933,0.008160071,0.0235117087781612,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15,1577218805.999,-27.71784080403432,-51.09886581910522,0.0063873287,0.0072578799421596,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16,1577218806.999,-27.717840771680763,-51.09886577733082,0.005079954,0.0054612890766314,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17,1577218807.999,-27.71784079544646,-51.0988656378941,0.006101205,0.0140007406687393,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18,1577218808.999,-27.717840671199923,-51.09886585243765,0.0054780063,0.0252430731060168,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,1577218809.999,-27.71784040430869,-51.09886586284238,0.0060262787,0.0295933239341474,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20,1577218810.999,-27.7178401725632,-51.09886570776818,0.007732545,0.02988946674251,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,1577218811.999,-27.71784002448348,-51.09886556076867,0.0068664,0.0218957115523673,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,1577218813.999,-27.71783984678035,-51.09886510691982,0.0051455093,0.0488976943849544,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,1577218814.999,-27.71783997059699,-51.09886489363392,0.0042111534,0.0251131516456939,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,1577218816.999,-27.71784001819514,-51.09886459464565,0.005653969,0.0299533594833602,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25,1577218817.999,-27.7178399991699,-51.09886451291015,0.0054911925,0.0083316574654425,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,1577218819.999,-27.71784003778512,-51.09886427179743,0.011352835,0.0241597627305856,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27,1577218820.999,-27.717839973152383,-51.098864114153045,0.008324196,0.0171169109137738,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,1577218821.999,-27.717840040196545,-51.09886383845637,0.006855679,0.0281851668071589,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
29,1577218822.999,-27.71784002497744,-51.09886354182292,0.0067331316,0.0293016417072837,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30,1577218823.999,-27.71784002799775,-51.09886336769682,0.006166964,0.0171750352956325,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31,1577218824.999,-27.717839923457017,-51.09886333291647,0.011724102,0.0120817647520866,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32,1577218825.999,-27.71783985362965,-51.098863123954445,0.011723407,0.0220120733254528,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33,1577218826.999,-27.71783995493088,-51.09886300922048,0.007896191,0.0159385900582474,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34,1577218827.999,-27.717839941334844,-51.09886294541193,0.006117126,0.0064704556114793,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,1577218828.999,-27.717839930505004,-51.09886269281378,0.006219313,0.024939334933436,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36,1577218829.999,-27.71783978271934,-51.098862532543336,0.0059988517,0.0227598593584971,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37,1577218830.999,-27.71783980462641,-51.09886265157859,0.0070172437,0.0119872782520342,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,1577218831.999,-27.71783986024886,-51.09886292250504,0.0056487084,0.027419697158671,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39,1577218832.999,-27.717839889497064,-51.0988629614804,0.0055036764,0.0050277682853115,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40,1577218833.999,-27.717839840319293,-51.09886312870345,0.0039074663,0.017368134537185,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41,1577218834.999,-27.71784007322352,-51.09886323731013,0.0059813634,0.0279433677821951,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42,1577218835.999,-27.71783998167915,-51.09886327100977,0.0053120237,0.0106749799145682,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43,1577218836.999,-27.717839951190115,-51.0988631243413,0.0052706865,0.0148533546971885,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44,1577218837.999,-27.71783991324527,-51.09886318993344,0.004983252,0.0077150632066882,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45,1577218838.999,-27.717839822072747,-51.09886311535698,0.004379726,0.0124965923975771,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
46,1577218839.999,-27.717839917770213,-51.098863174154985,0.0043521076,0.0120864442911409,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
47,1577218841.999,-27.717839938940035,-51.09886350318488,0.004522821,0.0325325968651618,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
