X,Y
1577395964.0,8.153332
1577395967.4736843,9.23410343780899
1577395970.9473684,6.68495538389473
1577395974.4210527,3.1278135603854893
1577395977.8947368,5.115019801866532
1577395981.368421,6.845301822989177
1577395984.8421052,7.5330679349386696
1577395988.3157895,7.585405210781812
1577395991.7894738,6.656595098129034
1577395995.2631578,5.761749376507759
1577395998.7368422,3.7540371618887898
1577396002.2105262,0.07533964899372911
1577396005.6842105,0.13430662124841453
1577396009.1578948,3.0448378593821603
1577396012.631579,5.788678560878038
1577396016.1052632,7.9236523450377465
1577396019.5789473,8.20278912186694
1577396023.0526316,7.581939477393961
1577396026.5263157,7.8871613953037265
1577396030.0,7.0770288
