X,Y
1577396370.0,9.201914
1577396375.5263157,8.990356435995102
1577396381.0526316,8.379595795267106
1577396386.5789473,9.686337297234298
1577396392.1052632,4.697671509167194
1577396397.631579,1.7354448097846031
1577396403.1578948,5.2308612730795385
1577396408.6842105,3.9125654516156434
1577396414.2105262,7.041734596259356
1577396419.7368422,2.9648469822340013
1577396425.2631578,4.307117461282253
1577396430.7894738,6.813319997919082
1577396436.3157895,7.722134853262878
1577396441.8421052,6.9770640856357815
1577396447.368421,7.8171197247162345
1577396452.8947368,8.8193809110384
1577396458.4210527,10.117290203248023
1577396463.9473684,9.899227371089221
1577396469.4736843,11.079064703323365
1577396475.0,9.971585
