,timestamp,speed_meters_per_second
0,1577221459.0,3.378216855519999
1,1577221464.0,3.380352947679999
2,1577221484.0,3.484219530239999
3,1577221554.0,5.919884580799999
4,1577221645.0,6.336506810239997
5,1577221740.0,17.239260694399995
6,1577221792.0,17.467541524799998
7,1577221916.0,9.485385779999998
8,1577222027.0,5.878695903359998
9,1577222046.0,6.538607666399999
10,1577222095.0,8.185950319679998
11,1577222150.0,10.385769071519997
12,1577222303.0,21.009929422399992
13,1577222341.0,20.356111267199992
