X,Y
1577219065.999,21.679668
1577219069.3674212,20.476031879858493
1577219072.7358422,19.55247462189579
1577219076.1042633,19.021976732153416
1577219079.4726844,18.816777663322448
1577219082.8411052,17.50298006888294
1577219086.2095263,15.15938020142579
1577219089.5779474,11.899557369042158
1577219092.9463685,6.342619359373498
1577219096.3147895,6.028771253052712
1577219099.6832106,5.824637015554834
1577219103.0516317,5.2026988862701655
1577219106.4200528,6.784850675631166
1577219109.7884738,6.881431525176549
1577219113.156895,6.821392448035216
1577219116.5253158,6.607431079509735
1577219119.8937368,8.047903933556508
1577219123.262158,9.049409133229256
1577219126.630579,9.412904262273312
1577219129.999,9.0225525
