X,Y
1577219551.0,7.8394895
1577219556.0526316,4.924526844844913
1577219561.1052632,6.96053388616991
1577219566.1578948,7.463591820898628
1577219571.2105262,4.37071311498518
1577219576.2631578,2.4218313794758797
1577219581.3157895,4.904857630195594
1577219586.368421,5.61171658982273
1577219591.4210527,6.985743075848913
1577219596.4736843,6.099663688581276
1577219601.5263157,5.158604215597535
1577219606.5789473,4.494637593631745
1577219611.631579,6.281720883073521
1577219616.6842105,6.712421208423376
1577219621.7368422,5.893575752686501
1577219626.7894738,2.957024543882966
1577219631.8421052,6.429254605398417
1577219636.8947368,7.57201140361371
1577219641.9473684,7.703093664066839
1577219647.0,7.658585
