X,Y
1577219449.0,6.228379
1577219451.9473684,6.43322468174696
1577219454.8947368,6.028494311186552
1577219457.8421052,5.720745531365514
1577219460.7894738,5.472082149932718
1577219463.7368422,5.627982144099426
1577219466.6842105,5.614366843219757
1577219469.631579,5.866690396405983
1577219472.5789473,4.659779032258081
1577219475.5263157,2.6992660570812226
1577219478.4736843,3.7960789167886735
1577219481.4210527,4.335806737575054
1577219484.368421,4.441163455320883
1577219487.3157895,4.705574830776691
1577219490.2631578,6.029994005648613
1577219493.2105262,6.706546859696865
1577219496.1578948,6.765763293849945
1577219499.1052632,7.923427020832539
1577219502.0526316,8.199492790730238
1577219505.0,7.773292
