X,Y
1577221459.0,3.9389055
1577221459.2105262,3.917151635392213
1577221459.4210527,3.8953977461484195
1577221459.631579,3.8736438815406324
1577221459.8421052,3.8518900169328454
1577221460.0526316,3.8160280912824156
1577221460.2631578,3.7378421449567796
1577221460.4736843,3.6596561100864413
1577221460.6842105,3.5814701637608053
1577221460.8947368,3.5032842174351693
1577221461.1052632,3.4635347679515363
1577221461.3157895,3.4622219053414107
1577221461.5263157,3.460909042731285
1577221461.7368422,3.4595961786343574
1577221461.9473684,3.458283316024232
1577221462.1578948,3.478308961926627
1577221462.368421,3.505447413761473
1577221462.5789473,3.5325858655963183
1577221462.7894738,3.5597243481651546
1577221463.0,3.5868628
