X,Y
1577222046.0,8.571549
1577222048.5263157,8.01858357608223
1577222051.0526316,7.67213204132595
1577222053.5789473,7.5997925883766175
1577222056.1052632,6.706952337136316
1577222058.631579,6.526144320451737
1577222061.1578948,5.692544706720376
1577222063.6842105,3.506533671625853
1577222066.2105262,3.2939593703921557
1577222068.7368422,4.547094348438263
1577222071.2631578,5.832175478309345
1577222073.7894738,6.913423821891904
1577222076.3157895,7.166201959710908
1577222078.8421052,7.069186175587535
1577222081.368421,7.396798541820049
1577222083.8947368,7.0332043013831145
1577222086.4210527,7.3525580148564575
1577222088.9473684,8.234102149761677
1577222091.4736843,9.017098619653703
1577222094.0,9.122998
