X,Y
1577221740.0,18.176325
1577221742.6842105,18.51615073799467
1577221745.368421,18.2814877799263
1577221748.0526316,17.602593205499648
1577221750.7368422,17.383086050409318
1577221753.4210527,17.2690120912981
1577221756.1052632,16.105059016318798
1577221758.7894738,14.969288182581664
1577221761.4736843,13.889153306638718
1577221764.1578948,12.865490586179732
1577221766.8421052,13.106635964254142
1577221769.5263157,13.457148546739578
1577221772.2105262,14.968307991713523
1577221774.8947368,16.23254260171318
1577221777.5789473,17.064529089009284
1577221780.2631578,17.83376930199051
1577221782.9473684,18.376430735726835
1577221785.631579,18.0057991613245
1577221788.3157895,17.78252842030525
1577221791.0,18.21794
