X,Y
1577222095.0,9.781409
1577222097.8421052,10.866696820083142
1577222100.6842105,10.728976417840244
1577222103.5263157,8.66694528172493
1577222106.368421,5.650858979992962
1577222109.2105262,4.117865433715964
1577222112.0526316,4.539758913968563
1577222114.8947368,5.994804141190815
1577222117.7368422,7.722567821859932
1577222120.5789473,8.896820597319842
1577222123.4210527,8.983327748001098
1577222126.2631578,8.98474147962284
1577222129.1052632,8.911689110320092
1577222131.9473684,9.216359704571603
1577222134.7894738,9.608600264103652
1577222137.631579,10.218843155212879
1577222140.4736843,10.289493081348418
1577222143.3157895,9.752096631742955
1577222146.1578948,10.160596248587371
1577222149.0,10.855558
