X,Y
1577221554.0,5.480477
1577221558.7368422,5.8728353305523875
1577221563.4736843,6.656489355103493
1577221568.2105262,5.246624083823299
1577221572.9473684,4.995712100896167
1577221577.6842105,4.843720924875307
1577221582.4210527,4.59571103465426
1577221587.1578948,5.222088082893777
1577221591.8947368,5.521017105957985
1577221596.631579,4.962493737993193
1577221601.368421,3.8531292588131905
1577221606.1052632,4.1374158176993845
1577221610.8421052,4.488212839010835
1577221615.5789473,5.582904725898504
1577221620.3157895,5.082691772624755
1577221625.0526316,5.542415753326011
1577221629.7894738,5.435333564851975
1577221634.5263157,7.055359046309852
1577221639.2631578,6.858001628868485
1577221644.0,6.7022176
