X,Y
1577397696.999,17.935534
1577397702.5779474,17.295808978215696
1577397708.156895,17.75998515051818
1577397713.7358422,16.757684480233195
1577397719.3147895,14.021592524784207
1577397724.8937368,16.048261458394048
1577397730.4726844,18.55472474877739
1577397736.0516317,11.699022545954703
1577397741.630579,5.660037661124706
1577397747.2095263,12.23089296364546
1577397752.7884738,12.8011790629735
1577397758.3674212,11.196478502382279
1577397763.9463685,2.7273429376782654
1577397769.5253158,5.262968689446259
1577397775.1042633,5.523291389099598
1577397780.6832106,7.766971854603553
1577397786.262158,10.468185164911747
1577397791.8411052,8.27904013599825
1577397797.4200528,8.11705581079309
1577397802.999,10.448343
