X,Y
1577397913.999,8.029158
1577397914.4200528,7.652232554360056
1577397914.8411052,7.2753073221519
1577397915.262158,6.838789677351952
1577397915.6832106,6.366516680662012
1577397916.1042633,5.943374266481399
1577397916.5253158,5.667623644691467
1577397916.9463685,5.3918728667593
1577397917.3674212,5.363814710963011
1577397917.7884738,5.371141238370537
1577397918.2095263,5.4425231033245325
1577397918.630579,5.577960386664152
1577397919.0516317,5.729679271122957
1577397919.4726844,5.995369289661217
1577397919.8937368,6.2610591577540875
1577397920.3147895,6.506509029728198
1577397920.7358422,6.745212181087208
1577397921.156895,6.940033353690982
1577397921.5779474,7.061717892393899
1577397921.999,7.1834025
