X,Y
1577397371.999,4.2149043
1577397375.9463685,3.9572219758749485
1577397379.8937368,3.824121265905428
1577397383.8411052,3.667231053939819
1577397387.7884738,5.277338089910031
1577397391.7358422,2.796950811694622
1577397395.6832106,2.6343304611044167
1577397399.630579,2.2445648695931912
1577397403.5779474,1.8230361214750053
1577397407.5253158,2.300320129341507
1577397411.4726844,3.722200753360176
1577397415.4200528,4.718721599316692
1577397419.3674212,2.488827303377581
1577397423.3147895,3.7698519243160487
1577397427.262158,4.6053136568059925
1577397431.2095263,4.5129058459546805
1577397435.156895,5.790331304234219
1577397439.1042633,5.931615153511858
1577397443.0516317,5.98690545600183
1577397446.999,5.147492
