,timestamp,latitude,longitude,speed_meters_per_second,distance_meters,elapsed_time_seconds,paved_road,unpaved_road,dirt_road,cobblestone_road,asphalt_road,no_speed_bump,speed_bump_asphalt,speed_bump_cobblestone,good_road_left,regular_road_left,bad_road_left,good_road_right,regular_road_right,bad_road_right
0,1577397047.999,-27.717750991210377,-51.0990121786724,0.0,0.0615774620594629,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1577397048.999,-27.71775063002356,-51.09901199269367,0.0,0.0440269379532712,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,1577397050.999,-27.7177501045112,-51.0990123861941,0.0,0.0699797195659008,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,1577397051.999,-27.71774980273135,-51.09901252677958,0.0,0.0362016775777132,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,1577397057.999,-27.717747992047887,-51.09901183119136,0.0,0.2120524423675005,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1577397058.999,-27.71774774523945,-51.09901186903733,0.0,0.0276035369882544,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,1577397059.999,-27.71774754059168,-51.099011873024345,0.0,0.0226814332323178,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,1577397060.999,-27.717747213093634,-51.099011551549,0.0,0.0481888018471056,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,1577397061.999,-27.717747151489338,-51.09901150559905,0.0,0.0081937465594517,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9,1577397062.999,-27.717746902570408,-51.0990112959895,0.0,0.0344697817652059,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10,1577397063.999,-27.717746566771023,-51.09901129529406,0.0,0.0372116435833711,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11,1577397064.999,-27.71774634049357,-51.09901126013106,0.0,0.0253135570090331,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,1577397065.999,-27.717746347213875,-51.09901099597414,0.0,0.0260609973779625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13,1577397066.999,-27.71774617853984,-51.09901123133521,0.0,0.0298011347868911,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14,1577397068.999,-27.71774543084877,-51.09901130145068,0.0,0.0831433445807617,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15,1577397069.999,-27.717745207211863,-51.09901152711689,0.0,0.0333080503662128,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16,1577397071.999,-27.7177447430809,-51.0990116280954,0.0,0.0523877979340848,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17,1577397072.999,-27.717744839976792,-51.09901176088424,0.0,0.0169345584875502,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18,1577397073.999,-27.71774445401385,-51.09901179453128,0.0,0.0428989709435299,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,1577397075.999,-27.71774392713648,-51.09901136148497,0.0,0.0723373216085375,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20,1577397077.999,-27.717743675521223,-51.09901119851425,0.0,0.0321829941770716,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,1577397078.999,-27.71774375472404,-51.099011941183285,0.0,0.0737637947387856,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,1577397080.999,-27.717743559237025,-51.09901175322322,0.0,0.0285107956983466,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,1577397081.999,-27.717743629203728,-51.099011435184416,0.0,0.032308149787094,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,1577397083.999,-27.71774384172025,-51.0990109497426,0.0,0.0533517359118928,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25,1577397084.999,-27.717743996914965,-51.09901052928579,0.0,0.044889257138516,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,1577397085.999,-27.717743919849347,-51.09901008283934,0.0,0.0448478099288406,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27,1577397087.999,-27.717744011600868,-51.09901004598953,0.0,0.0107973540076281,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
