X,Y
1577396476.0,9.773004
1577396480.9473684,10.557803830013752
1577396485.8947368,11.099740716098786
1577396490.8421052,13.147752219943047
1577396495.7894738,8.59126587534094
1577396500.7368422,6.632240257826329
1577396505.6842105,12.226197845207333
1577396510.631579,13.353580506782771
1577396515.5789473,16.829072274462938
1577396520.5263157,17.112571184661864
1577396525.4736843,18.167500701742174
1577396530.4210527,18.915736943262896
1577396535.368421,18.734483850168704
1577396540.3157895,20.698962214189528
1577396545.2631578,20.80329008938694
1577396550.2105262,21.54353901654744
1577396555.1578948,21.747575283558607
1577396560.1052632,23.08393128727722
1577396565.0526316,23.297464428079603
1577396570.0,23.722065
