X,Y
1577395874.0,6.5229607
1577395878.6842105,7.708650902911186
1577395883.368421,8.898932139174939
1577395888.0526316,3.415546250453877
1577395892.7368422,3.527681176915359
1577395897.4210527,5.8080714450050355
1577395902.1052632,6.557487270626688
1577395906.7894738,6.659439750628209
1577395911.4736843,5.202864154647827
1577395916.1578948,1.805751062768531
1577395920.8421052,5.806439794378043
1577395925.5263157,8.902202909664155
1577395930.2105262,8.46457546873045
1577395934.8947368,5.96962598008442
1577395939.5789473,3.469997230983448
1577395944.2631578,6.455301292124081
1577395948.9473684,6.37400726069839
1577395953.631579,6.315892958684445
1577395958.3157895,7.912909995477199
1577395963.0,7.9621696
