X,Y
1577396115.0,9.23211
1577396119.3157895,9.82158989619875
1577396123.631579,5.774052663583613
1577396127.9473684,7.190828273238706
1577396132.2631578,7.997555297539997
1577396136.5789473,5.905368748832107
1577396140.8947368,2.3154971951510905
1577396145.2105262,4.705858036336041
1577396149.5263157,5.085990092352676
1577396153.8421052,7.950724518616987
1577396158.1578948,7.578347206804395
1577396162.4736843,7.67205357103405
1577396166.7894738,4.408765260096669
1577396171.1052632,6.8934118403669356
1577396175.4210527,7.359842230949998
1577396179.7368422,8.522045538199425
1577396184.0526316,2.9611225451479437
1577396188.368421,7.653311752161145
1577396192.6842105,8.384952107836247
1577396197.0,8.951466
