X,Y
1577395688.0,13.151014
1577395690.9473684,10.445893671806097
1577395693.8947368,5.8402470966027735
1577395696.8421052,4.50537080324173
1577395699.7894738,5.57233207936728
1577395702.7368422,4.662808422523022
1577395705.6842105,4.054382290397739
1577395708.631579,4.785857660119867
1577395711.5789473,5.1285660438179965
1577395714.5263157,5.179587569021988
1577395717.4736843,5.542704813374138
1577395720.4210527,5.427649837867499
1577395723.368421,5.4491763194236755
1577395726.3157895,5.9731796265072825
1577395729.2631578,6.334883207332039
1577395732.2105262,6.667406658114458
1577395735.1578948,7.4297578550589085
1577395738.1052632,7.824905833748818
1577395741.0526316,8.007759522052526
1577395744.0,7.4310346
