X,Y
1577396571.0,23.359814
1577396573.1578948,22.61652859339976
1577396575.3157895,22.151106631453516
1577396577.4736843,22.287102480590818
1577396579.631579,22.492130156252863
1577396581.7894738,22.71219027294898
1577396583.9473684,22.593958215003966
1577396586.1052632,21.7670168470397
1577396588.2631578,21.98247735789108
1577396590.4210527,22.495938760496617
1577396592.5789473,23.15361725179386
1577396594.7368422,23.006167360836027
1577396596.8947368,23.278596819571018
1577396599.0526316,23.659717790948392
1577396601.2105262,23.85780424616933
1577396603.368421,24.13515704891634
1577396605.5263157,23.747759384067535
1577396607.6842105,23.796581053586483
1577396609.8421052,23.865353264969826
1577396612.0,23.698107
