,timestamp,latitude,longitude,speed_meters_per_second,distance_meters,elapsed_time_seconds,paved_road,unpaved_road,dirt_road,cobblestone_road,asphalt_road,no_speed_bump,speed_bump_asphalt,speed_bump_cobblestone,good_road_left,regular_road_left,bad_road_left,good_road_right,regular_road_right,bad_road_right
0,1577306794.0,-27.717859523862806,-51.09889176793886,0.019692833,0.0214600396706254,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1577306795.0,-27.717859292404054,-51.098891365136,0.022713453,0.0472842957224197,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,1577306796.0,-27.71785953338557,-51.098891577540975,0.01512477,0.0339394605611123,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,1577306797.0,-27.71785922992488,-51.09889270632124,0.03841356,0.1162852739765721,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,1577306798.0,-27.717858463034982,-51.09889336835079,0.022254452,0.107165815804942,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1577306799.0,-27.717858370828672,-51.098894358321466,0.013701774,0.0981610583238218,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,1577306800.0,-27.717858287632573,-51.09889448199818,0.016951717,0.0152890175970801,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,1577306801.0,-27.71785810859613,-51.09889550485349,0.013271001,0.1028033950612462,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,1577306802.0,-27.7178574687206,-51.09889636619896,0.0083598485,0.1106492466010655,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9,1577306803.0,-27.717857108348586,-51.098896675014494,0.023404505,0.0502219443408847,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10,1577306804.0,-27.71785678520718,-51.09889713300151,0.01650844,0.0576383199455309,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11,1577306805.0,-27.71785689972456,-51.09889736813973,0.014277338,0.0264339367654646,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,1577306806.0,-27.71785693808521,-51.09889739147152,0.021632297,0.0048336946142562,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13,1577306807.0,-27.71785719883278,-51.09889707025772,0.02071398,0.0428759081473524,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14,1577306808.0,-27.71785696429061,-51.09889728580045,0.015419906,0.0335759448796611,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15,1577306810.0,-27.717856929632244,-51.09889747417036,0.019434424,0.0189693236135113,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16,1577306811.0,-27.71785663413354,-51.09889748468508,0.014476663,0.0327620776733656,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17,1577306813.0,-27.71785563763453,-51.09889871127711,0.010728203,0.1637866891662318,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18,1577306814.0,-27.717855876202307,-51.09889820261605,0.020468777,0.0567026517774957,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
