X,Y
1577309501.0,11.885281
1577309505.2105262,8.373678990343333
1577309509.4210527,10.632434102243304
1577309513.631579,10.652311992898941
1577309517.8421052,11.990468617588519
1577309522.0526316,12.134829464690924
1577309526.2631578,8.043178911662102
1577309530.4736843,7.850298236057282
1577309534.6842105,7.916660944430351
1577309538.8947368,5.721780727818776
1577309543.1052632,3.860607992164564
1577309547.3157895,3.7755638394808533
1577309551.5263157,6.021520973882867
1577309555.7368422,6.548346631488514
1577309559.9473684,6.502973922548771
1577309564.1578948,2.5654153234432937
1577309568.368421,4.780212597159386
1577309572.5789473,6.065936554069662
1577309576.7894738,8.67963525372982
1577309581.0,8.844678
