X,Y
1577308889.999,2.7823305
1577308892.7358422,2.3610601882476807
1577308895.4726844,2.4260732140806196
1577308898.2095263,1.9809150246498346
1577308900.9463685,1.8759088891136406
1577308903.6832106,1.5351318422205449
1577308906.4200528,2.0071616062788724
1577308909.156895,2.1979507892795564
1577308911.8937368,2.3762857017019274
1577308914.630579,1.937734433554101
1577308917.3674212,1.2520027667520046
1577308920.1042633,1.558856671766181
1577308922.8411052,1.077663968346834
1577308925.5779474,1.1323212676499606
1577308928.3147895,1.6166839461584093
1577308931.0516317,1.55596639723711
1577308933.7884738,2.7369122531460284
1577308936.5253158,2.572073655976486
1577308939.262158,2.366042887084389
1577308941.999,2.4043584
